BANKSIDE COMMERCIAL LIMITED,HO,Thames HouseSE1 0AS,0207 654 0200
BANKSIDE LAW LIMITED,HO,Thames HouseSE1 0AS,020 7654 0225
BANKSIDE PROPERTY LIMITED,HO,Thames HouseSE1 0AS,020 7654 7500
BANNER JONES LIMITED,HO,24 GlumangateS40 1UA,01246 560 560
BANNER JONES LIMITED,BRN,3rd FloorS1 2GY,01142 755 266
BANNER JONES LIMITED,BRN,Marsden ChambersS40 1JY,01246 209 773
BANNER JONES LIMITED,BRN,1 Sheffield RoadS18 2DH,01246 414 438
BANNER JONES LIMITED,BRN,4 Cotton StreetS44 6HA,01246 827 516
BANNER JONES LIMITED,BRN,95 High StreetS45 9DZ,01246 861 250
BARBER TITLEYS,HO,6 North Park RoadHG1 5PA,01423 502211
BARGATE MURRAY,HO,5th FloorEC2A 3NF,+44 (0) 20 7375 1393
BARINGS SOLICITORS,HO,Dale HouseM1 2HF,0161 200 9960
BARK & CO,HO,14 New Bridge StreetEC4V 6AG,020 7353 1990
BARKER AUSTIN,HO,28 Hanbury StreetE1 6QR,020 7377 1933
BARKER BOOTH & EASTWOOD,HO,346 Lytham RoadFY4 1DW,01253 362500
BARKER BOOTH & EASTWOOD,BRN,9 Starkie StreetPR1 3LU,01772 562 222
BARKER GILLETTE LLP,HO,11-12 Wigmore PlaceW1U 2LU,0207 636 0555
BARKER GOOCH & SWAILES,HO,1 Cecil CourtEN2 6BU,020 8366 3161
BARKER GOOCH & SWAILES,BRN,Woodside HouseN21 1HT,020 8886 5928
BARKER GOTELEE,HO,41 Barrack SquareIP5 3RF,01473 611211
BARLOW LYDE & GILBERT LLP,HO,Beaufort HouseEC3A 7NJ,020 7247 2277
BARLOW LYDE & GILBERT LLP,BRN,4420 Nash CourtOX4 2RU,01865 336600
BARLOW LYDE & GILBERT LLP,BRN,Chancery PlaceM2 2JT,0161 829 6400
BARLOW ROBBINS LLP,HO,The OrielGU1 3SR,01483 562901
BARLOW ROBBINS LLP,BRN,55-56 Quarry StreetGU1 3UE,1483543200
BARLOW ROBBINS LLP,BRN,30 Church StreetGU7 1EP,01483 417121
BARLOW ROBBINS LLP,BRN,Concord HouseGU21 6HJ,01483 748500
BARLOW ROWLAND,HO,18-24 St. James StreetBB5 1NY,01254 300400
BARNES AND PARTNERS,HO,60 Fore StreetN18 2TT,020 8884 2277
BARNES AND PARTNERS,BRN,103 Crossbrook StreetEN8 8LY,01992 626366
BARNES AND PARTNERS,BRN,4 Little Park GardensEN2 6PQ,020 8366 3333
BARNES AND PARTNERS,BRN,187 Philip LaneN15 4HQ,020 8801 0085
BARNES AND PARTNERS,BRN,50 Stoke Newington Church StN16 0NB,020 7241 5577
BARNES AND PARTNERS,BRN,5 West SquareCM20 1JJ,01279 418601
BARNES AND PARTNERS,BRN,30 Broadway ParadeN8 9DB,020 8340 6697
BARNES AND PARTNERS,BRN,15 Baldock StreetSG12 9DH,01920 460823
BARNES AND PARTNERS,BRN,38 Bridge StreetHA5 3JF,020 8866 5566
BARNES AND PARTNERS,BRN,45-47 Old Church RoadE4 6SJ,020 8524 9222
BARNES AND PARTNERS,BRN,Nicholas HouseEN1 3TF,020 8342 4210
BARNES MARSLAND,HO,51 Hawley SquareCT9 1NY,01843 221466
BARNES MARSLAND,BRN,103 High StreetCT10 1JS,01843 861595
BARNES MARSLAND (SOLICITORS) LIMITED,HO,103 High StreetCT10 1JS,01843 861595
BARNETT ALEXANDER CONWAY INGRAM LLP,HO,Sovereign HouseN3 1QB,0208 349 7680
BARNETT ALEXANDER CONWAY INGRAM LLP,BRN,Caldew HouseW6 0QW,0208 741 7272
BARNEY & COMPANY SOLICITORS,HO,The Old VicarageTA11 7NQ,1458270296
BARON GREY LIMITED,HO,441 Richmond RoadTW1 2EF,0208 891 4311
BARR ELLISON LLP,HO,39 ParksideCB1 1PN,01223 417200
BARREA LLP,HO,85 Oxford RoadHP11 2DX,01494 537 699
BARRETT & CO,HO,54 Queens RoadRG1 4AZ,0118 958 9711
BARRETT & THOMSON,HO,Buckingham CourtSL1 1TQ,01753 777555
BARRINGTON SCHOLFIELD,BRN,11-12 King SquareTA6 3AH,01278 422858
BARRINGTONS SOLICITORS,HO,6 St. Georges YardGU9 7LW,01252 741751
BARROW & COOK,HO,5-7 Victoria SquareWA10 1HH,01744 23271
BARRY & BLOTT,HO,53 Westbury HillBS9 3AD,0117 962 9171
BARRY & CO,HO,4 Bay TerraceBN24 6EE,01323 766370
BARRYS,HO,Central CourtWC2A 1AL,0207 645 8270
BARTLETT GOODING & WEELEN,HO,57 High StreetBA4 5AQ,01749 343091
BARTLETT GOODING & WEELEN,BRN,11 Chilkwell StreetBA6 8DL,01458 832510
BARTLETT GOODING & WEELEN,BRN,Roley HouseBS27 3RA,01934 745 400
BARTLETT GOODING AND WEELEN,BRN,Old Bank HouseBA7 7AW,01963 350888
BARTLETTS SOLICITORS,HO,Marldon ChambersL2 9QN,0151 227 3391
BARTLETTS SOLICITORS,BRN,16 Nicholas StreetCH1 2NX,01244 313301
BARTLETTS SOLICITORS,BRN,21 Walton ValeL9 4RE,0151 521 7333
BARTLETTS SOLICITORS,BRN,503 Prescot RoadL13 3BY,0151 228 7730
BARTLETTS SOLICITORS,BRN,1 Frodsham SquareCH1 3JS,01244 313301
BARTON LEGAL,HO,1a Harrogate RoadLS19 6HW,0113 202 9550
BARTONS CO. UK. LIMITED,BRN,Island StreetTQ8 8DP,01548 843005
BARTONS CO. UK. LIMITED,BRN,9 Town QuayTQ9 5DW,01803 864 705
BARTONS CO. UK. LIMITED,BRN,22 Orchard StreetBS1 5EH,0117 925 6000
BARTONS CO. UK. LIMITED,BRN,10b The CrescentPL1 3AB,01752 675740
BARTONS. CO. UK. LIMITED,HO,20 Fore StreetTQ7 1NZ,01548 852634
BARWELLS SOLICITORS,HO,6 Hyde GardensBN21 4PN,01323 411505
BARWELLS SOLICITORS,BRN,19 High StreetBN9 9PU,01273 514213
BARWELLS SOLICITORS,BRN,10 Sutton Park RoadBN25 1RB,01323 899331
BARWELLS SOLICITORS,BRN,238 South Coast RoadBN10 8JS,01273 582271/2
BASKIN ROSS & CO,HO,628 Finchley RoadNW11 7RR,020 8458 5688
BASSI SOLICITORS,HO,220 Soho RoadB21 9LR,0121 554 0868
BATCHELOR MYDDELTON,HO,Brosnan HouseEN6 1BW,01707 647 088
BATCHELORS,HO,Charles HouseBR1 1RW,020 8768 7000
BATCHELORS,BRN,6 Gray's Inn SquareWC1R 5AX,0207 269 9027
BATEMANS,HO,58 High StreetHP3 0HJ,01442 834344
BATES NVH,BRN,Sanctuary HouseRG27 8AY,01252 844443
BATES WELLS & BRAITHWAITE,HO,27 Friars StreetCO10 2AD,01787 880440
BATES WELLS & BRAITHWAITE LONDON LLP,HO,2-6 Cannon StreetEC4M 6YH,020 7551 7777
BATHURST BROWN DOWNIE & AIREY LLP,HO,6 The MewsTW1 1RE,020 8892 1537
BATT BROADBENT,HO,Minster ChambersSP1 3TX,01722 411141
BATTENS SOLICITORS LIMITED,HO,Mansion HouseBA20 1EP,01935 846000
BATTENS SOLICITORS LIMITED,BRN,26 St. Thomas StreetDT4 8EJ,01305 774666
BATTENS SOLICITORS LIMITED,BRN,The Bank HouseDT9 3BU,01935 814811
BATTENS SOLICITORS LIMITED,BRN,42 High West StreetDT1 1UU,01305 250560
BAVISI LEGAL LIMITED,HO,5 Reginald RoadHA6 1EG,01923 835870
BAWTREES LLP,HO,65 Newland StreetCM8 1AB,01376 513491
BAXTER CAULFIELD,HO,13 Station StreetHD1 1LY,01484 519519
BAYHAM SOLICITORS LLP,HO,The Bell HouseTN3 8BG,01892 891999
BAYHAM SOLICITORS LLP,BRN,Greenacres HouseTN15 8NG,01732 882546
BAZELEY BARNES & BAZELEY,HO,24 Bridgeland StreetEX39 2QB,01237 473122
BCL BURTON COPELAND,HO,51 Lincoln's Inn FieldsWC2A 3LZ,020 7430 2277
BEACHCROFT LLP,HO,100 Fetter LaneEC4A 1BN,0207 242 1011
BEACHCROFT LLP,BRN,Nine BrindleyplaceB1 2HE,0121 698 5200
BEACHCROFT LLP,BRN,7 Park Square EastLS1 2LW,0113 251 4700
BEACHCROFT LLP,BRN,30 EastcheapEC3M 1HD,020 7208 6800
BEACHCROFT LLP,BRN,St. Anns HouseM2 7LP,0161 934 3000
BEACHCROFT LLP,BRN,Winton HouseSO23 8BW,01962 705 500
BEACHCROFT LLP,BRN,Fountain HouseLS1 5QX,0113 251 4700
BEACHCROFT LLP,BRN,Portwall PlaceBS1 6Na,0117 918 2000
BEACHCROFT LLP,BRN,PO Box 1234NE99 4SN,0191 404 4000
BEACHWOOD SOLICITORS,HO,Hillside Business CentreLS11 8ND,0113 3593 067
BEACON SOLICITORS LIMITED,HO,32  Bank ChambersIG1 4NE,0208 553 18 93
BEACROFTS,HO,Gunnery HouseSE18 6SW,020 8301 8183
BEADLE PITT & GOTTSCHALK,HO,1 St. Margarets StreetCT1 2TT,01227 464481
BEALE AND COMPANY SOLICITORS LLP,HO,Garrick HouseWC2E 8JB,020 7240 3474
BEALE AND COMPANY SOLICITORS LLP,BRN,Venturers HouseBS1 4PB,0117 915 4021
BEAUFORT TRUST CORPORATION LIMITED,HO,The Broadgate TowerEC2A 2RS,020 3116 3000
BEAUMONT LEGAL,HO,Beaumont HouseWF1 2UF,0845 122 8100
BEAUMONTS,HO,Beaumont HouseHR1 2LH,01432 352345
BEAUMONTS,BRN,38 High StreetHR7 4AE,01885 488442
BEDELL  CRISTIN LONDON PARTNERSHIP,BRN,11 Old JewryEC2R 8DU,
BEDFORDS SOLICITORS,HO,194 Dunstable RoadLU4 8JJ,01582 519 736
BEECHAM FISHER RIDLEY,HO,26 Clifftown RoadSS1 1AH,01702 331225
BEELEY & CO,HO,Sovereign HouseSK8 2EA,0161 492 5970
BEESLEY & CO,HO,736-740 Wilmslow RoadM20 2DW,0161 4453 678
BELL & CO INCORPORATING LIDDINGTONS,BRN,57 The BroadwaySM3 8BL,020 8642 6099
BELL DENING LLP,HO,12 Cliff StreetCT11 9HS,01843 262020
BELL DENING LLP,BRN,Suite 2HP6 5EL,01843 262 020
BELL LAX SOLICITORS,HO,New Bank HouseB72 1QL,0121 355 0011
BELL PARK KERRIDGE LIMITED,HO,C/o Waugh & Musgrave SolicitorCA13 0UG,01228 888 999
BELL PARK KERRIDGE LIMITED,HO,Clifford CourtCA3 0JG,01228 888 999
BELL WRIGHT & CO LTD,HO,7 Lord StreetDN21 2DF,01427 611722
BELLS,HO,11 South StreetGU9 7QX,01252 733733
BELLS,HO,5 Market PlaceSO51 8XF,01794 513328
BELMONT & LOWE,HO,Priory HouseEC1M 4HD,020 7608 4600
BELMORES,HO,Mall ChambersNR1 3DX,01603 499999
BELSHAWS SOLICITORS LIMITED,HO,27 Greek StreetSK3 8AX,0161 477 5377
BELVEDERES INCORPORATING S FARREN & CO,HO,Quality HouseWC2A 1HP,020 7404 5262
BEMROSE & LING,HO,30 St. Peters ChurchyardDE1 1NR,01332 347300
BENDALL & SONS,BRN,23 High StreetCB8 8LY,01638 661116
BENDLES,HO,22 Portland SquareCA1 1PE,01228 522215
BENNETT GRIFFIN,HO,Shelley HouseBN11 3DG,01903 229 907
BENNETT GRIFFIN,BRN,11 Sea LaneBN12 5DR,01903 706950
BENNETT GRIFFIN,BRN,62 The StreetBN16 3NR,01903 784266
BENNETT GRIFFIN,BRN,11 Sea LaneBN12 5DR,01903 229999
BENNETT WELCH & CO,HO,Bank ChambersSE19 1TY,020 8670 6141
BENNETTS,HO,High StreetBS40 5QB,01934 862786
BENNETTS LAW PRACTICE LTD,HO,10-12 Crusader Business ParkCO15 4TN,01255 254400
BENSON MAZURE LLP,HO,22 Bentinck StreetW1U 2AB,020 7486 8091
BENTLEYS STOKES & LOWLESS,HO,International HouseE1W 1YL,020 7782 0990
BERESFORDS SOLICITORS LLP,HO,QuaypointDN4 5PL,01302 329655
BERG LEGAL,HO,35 Peter StreetM2 5BG,0161 833 9211
BERKELEY SOLICITORS,HO,100-102 Market StreetM43 6DE,0161 371 0011
BERKSON WALLACE,HO,82 Station RoadCH65 4DB,0151 355 4412
BERMANS LLP,HO,Lancaster HouseL2 2QP,0151 224 0500
BERMANS LLP,BRN,Cardinal HouseM3 2LY,0161 827 4600
BERNARD CHILL & AXTELL,HO,24 The AvenueSO17 1XL,023 8022 8821
BERNARD CHILL & AXTELL,BRN,103 Leigh RoadSO50 9ZQ,023 8061 3197
BERNARD CHILL & AXTELL,BRN,8a Carlton CrescentSO15 2EZ,023 8022 8821
BERNARD ELLISTON SANDLER & CO LLP,HO,51-53 The BroadwayHA7 4DJ,0208 420 7950
BERRI'S,HO,Research HouseUB6 7AQ,020 8537 3377
BERRY & BERRY,HO,11 Church RoadTN1 1JA,01892 526344
BERRY & BERRY,BRN,Gresham HouseTN9 1BX,01732 355911
BERRY & BERRY,HO,1-5 Longley RoadM28 3JB,0161 790 1411
BERRY & BERRY,BRN,3 Tonbridge RoadME16 8RL,01622 690 777
BERRY & WALTON LIMITED,HO,8 King StreetPE30 1ES,01553 764398
BERRY & WALTON LIMITED,BRN,8 High StreetPE31 7ER,01485 571366
BERRY REDMOND & ROBINSON,BRN,115-121 High StreetBS22 6HB,01934 513 963
BERRY SMITH LLP,BRN,1 Northumberland AvenueWC2N 5BW,0845 6038337
BERRYMAN SHACKLOCK LLP,HO,Park HouseNG1 6DN,0845 310 7200
BERRYMANS LACE MAWER LLP,HO,Kings HouseM3 2NU,0161 236 2002
BERRYMANS LACE MAWER LLP,BRN,Salisbury HouseEC2M 5QN,0207 638 2811
BERRYMANS LACE MAWER LLP,BRN,63 Temple RowB2 5LS,0121 643 8777
BERRYMANS LACE MAWER LLP,BRN,4th Floor  Park Row HouseLS1 5JF,0113 236 2002
BERRYMANS LACE MAWER LLP,BRN,Castle ChambersL2 9SU,0151 236 2002
BERRYMANS LACE MAWER LLP,BRN,Charlotte PlaceSO14 0TB,023 8023 6464
BERRYMANS LACE MAWER LLP,BRN,Innovation HouseTS18 3TN,01642 661 630
BERWIN LEIGHTON PAISNER LLP,HO,Adelaide HouseEC4R 9HA,0207 760 1000
BERWIN LEIGHTON PAISNER LLP,BRN,St Magnus HouseEC3R 6HA,0207 760 1000
BERWINS SOLICITORS LIMITED,HO,2 North Park RoadHG1 5PA,01423 509 000
BESWICKS,HO,LakesideST1 5RY,01782 205 000
BESWICKS,BRN,27-28 Tower SquareST6 5AB,01782 205000
BESWICKS,BRN,Alexander HouseST1 3DX,01782 205 000
BETESH PARTNERSHIP,HO,4th Floor Cardinal HouseM3 2LY,0161 834 2623
BETESH PARTNERSHIP,BRN,71 Middleton RoadM8 4JY,0161 720 8333
BEVAN BRITTAN LLP,HO,Kings OrchardBS2 0HQ,0870 194 1000
BEVAN BRITTAN LLP,BRN,Fleet Place HouseEC4M 7RF,0870 194 1000
BEVAN BRITTAN LLP,BRN,Interchange PlaceB3 2TA,0870 194 5000
BEVAN KIDWELL,HO,113-117 Farringdon RoadEC1R 3BX,020 7843 1820
BEVANS BRAY WALKER LIMITED,HO,Grove HouseBS6 6UL,0117 923 7249
BEVANS BRAY WALKER LIMITED,BRN,46 Essex StreetWC2R 3JF,020 7353 9995
BEVANS DEBT RECOVERY SOLICITORS,HO,Grove HouseBS6 6UL,01179 237249
BEVANS DEBT RECOVERY SOLICITORS,BRN,46 Essex StreetWC2R 3JF,0207 242 1116
BEVIRS,HO,36 Regent CircusSN1 1UQ,01793 532363
BEVIRS,BRN,141 High StreetSN4 7AZ,01793 848900
BEVIRS,BRN,3 Market HillSN11 0EG,01249 814536
BEVISS & BECKINGSALE,BRN,Law ChambersEX14 1DJ,01404 548 050
BEYNON NICHOLLS,HO,7 Hind CourtEC4A 2BU,020 7353 5860
BHAKAR TOMLINSON,HO,26 Vineyard RoadTF1 1HB,01952 270555
BHATIA BEST,HO,12 Carrington StreetNG1 7FF,0115 950 3231
BHATIA BEST,BRN,39 West GateNG18 1RX,01623 427944
BHW COMMERCIAL SOLICITORS,HO,5 Grove CourtLE19 1SA,0116 289 7000
BILLSON & SHARP,HO,Belvoir ChambersLE1 6AS,0116 255 9911
BILLY HUGHES & CO SOLICITORS,HO,Suite 11  York Place HouseLS1 2RL,0845 6800 863
BILLYHUGHES&CO. LIMITED,HO,Suite 11LS1 2RL,0845 6800 863
BILMES LLP,HO,28-29 Great Sutton StreetEC1V 0DS,020 7490 9656
BILMES LLP,BRN,95 Ditchling RoadBN1 4ST,01273 380202
BILMES LLP,BRN,2 Vicarage RoadGU34 1NZ,01420 83355
BILSON HENAKU SOLICITORS,HO,73A-77A Lewisham High StreetSE13 5LA,0208 463 9970
BINDMANS LLP,HO,275 Gray's Inn RoadWC1X 8QB,0207 833 4433
BINGHAM MCCUTCHEN (LONDON) LLP,HO,41 LothburyEC2R 7HF,0207 661 5300
BIRCH REYNARDSON & CO,HO,Adwell HouseOX9 7DQ,01844 281184
BIRCHALL BLACKBURN LLP,BRN,20 Kennedy StreetM2 4BY,0161 236 0662
BIRCHALL BLACKBURN LLP,BRN,24 St. Thomas's RoadPR7 1HY,01257 279011
BIRCHAM DYSON BELL LLP,HO,50 BroadwaySW1H 0BL,020 7227 7000
BIRCHFIELDS SOLICITORS LIMITED,HO,10 Knowsley StreetM8 8GF,0161 8359865
BIRCHFIELDS SOLICITORS LIMITED,BRN,6 Bagnall StreetST1 3AQ, 01782 216 888
BIRCHLEY TITMUS COMMERCIAL SOLICITORS,HO,Charlecombe LodgeSL5 9QT,020 7408 9427
BIRCHLEY TITMUS COMMERCIAL SOLICITORS,BRN,16 Hanover SquareW1S 1HT,020 7408 9427
BIRD & BIRD (SPAIN) LLP,HO,15 Fetter LaneEC4A 1JP,0207 4156000
BIRD & BIRD LLP,HO,15 Fetter LaneEC4A 1JP,0207 415 6000
BIRD & CO SOLICITORS LLP,HO,15 CastlegateNG31 6SE,01476 591711
BIRD & DANIELS,HO,34 WestgateBD18 3QX,01274 580999
BIRD & LOVIBOND,HO,3 Vine StreetUB8 1RP,01895 256151
BIRD & LOVIBOND,BRN,11-15 High StreetHA4 7AU,01895 636037
BIRD & LOVIBOND,BRN,44 The BroadwayUB6 9PT,020 8578 6936
BIRD WILFORD & SALE,HO,19-20 Church GateLE11 1UD,01509 232611
BIRKETT LONG LLP,HO,Essex HouseCO3 3HH,01206 217 300
BIRKETT LONG LLP,BRN,1 Legg StreetCM1 1JS,01245 453847
BIRKETTS LLP,HO,24-26 Museum StreetIP1 1HZ,01473 232300
BIRKETTS LLP,BRN,KINGFISHER HOUSENR3 1UB,01603 756400
BIRKETTS LLP,BRN,Daedalus HouseCB1 2RE,01223 326600
BIRMINGHAM LEGAL PARTNERSHIP LIMITED,HO,43 Temple RowB2 5LS,0121 237 6020
BISCOES,HO,Kingston PlacePO2 8AQ,023 9266 0261
BISCOES,BRN,15A Somerset HousePO7 7SG,023 9225 1257
BISCOES,BRN,Boyces CottagePO17 5JN,01329 833249
BISCOES,BRN,Ingoldsby HouseGU32 3JL,01730 264799
BISCOES,BRN,42 High StreetPO12 1DF,023 9251 2030
BISCOES,BRN,64-66 West StreetPO16 9UN,023 9237 0634
BISHOP & SEWELL LLP,HO,46 Bedford SquareWC1B 3DP,020 7631 4141
BIVONAS LAW LIMITED,HO,24 CornhillEC3V 3ND,0207 337 2600
BIVONAS LLP,HO,24 CornhillEC3V 3ND,0207 337 2600
BK SOLICITORS LIMITED,HO,Crown HouseB12 9RG,0121 440 1881
BLACK GRAF LLP,HO,14-15 College CrescentNW3 5LL,0207 586 1141
BLACK NORMAN,HO,67-71 Coronation RoadL23 5RE,0151 931 2777
BLACKETT HART & PRATT LLP,HO,Westgate HouseDL3 0PZ,01325 466794
BLACKETT HART & PRATT LLP,BRN,Kepier HouseDH1 1TW,0191 384 0840
BLACKETT HART & PRATT LLP,BRN,Eldon ChambersNE1 3DE,0191 221 0898
BLACKETT HART & PRATT LLP,BRN,68 Beveridge WayDL5 4LD,01325 312534
BLACKETT HART & PRATT LLP,BRN,12 Northumberland SquareNE30 1PY,0191 257 2213
BLACKETT HART & PRATT LLP,BRN,27 Harrison RoadHX1 2AT,01422 250650
BLACKETT HART & PRATT LLP INCORPORATING JAMES & BAKER,BRN,Kingfisher HouseTS18 3EX,01642 672770
BLACKHURST BUDD LLP,HO,22 Edward StreetFY1 1BA,01253 629300
BLACKHURST BUDD LLP,BRN,Phoenix HouseFY1 3PG,01253 629300
BLACKHURST SWAINSON GOODIER,HO,3 & 4 Aalborg SquareLA1 1GG,01524 32471
BLACKHURST SWAINSON GOODIER,BRN,9-10 Chapel StreetPR1 8AY,01772 253841
BLACKLAWS DAVIS LLP,BRN,Tempo HouseSW11 2PJ,
BLACKLEDGE & CO,HO,33 Church RoadFY8 5LL,01253 730070
BLACKS SOLICITORS LLP,HO,Hanover HouseLS2 9NZ,0113 207 0000
BLACKS SOLICITORS LLP,BRN,Wade HouseLS2 8NG,0113 207 0000
BLACKSTONE LAW SOLICITORS & ADVOCATES LLP,HO,Dunbar Business CentreLS7 2BB,0113 247 3900
BLACKSTONES,HO,3rd Floor  North WingHA6 1NW,01923 828244
BLAKE LAPTHORN,HO,Harbour CourtPO6 4ST,023 9222 1122
BLAKE LAPTHORN,BRN,New Kings CourtSO53 3LG,023 809 08090
BLAKE LAPTHORN,BRN,Seacourt TowerOX2 0FB,01865 248607
BLAKE LAPTHORN,BRN,Watchmaker Court WestEC1M 4DB,020 7405 2000
BLAKE LAPTHORN NOMINEES LTD,HO,Harbour CourtPO6 4ST,023 9222 1122
BLAKE-TURNER & CO,HO,128-129 MinoriesEC3N 1PB,020 7480 6655
BLAKELAW DIRECTOR SERVICES LTD,HO,Harbour CourtPO6 4ST,02392 221 122
BLAKELAW SECRETARIES LTD,HO,Harbour CourtPO6 4ST,02392 221 122
BLAKELEY SOLICITORS,HO,2 Sowden GrangeBD13 3TH,01274 831 141
BLAKEMORES SOLICITORS LDP,HO,40 Great Charles StreetB3 2AT,0844 873 5000
BLAKEMORES SOLICITORS LDP,BRN,1 Clarendon PlaceCV32 5QL,0844 873 5500
BLAKER SON & YOUNG,HO,211 High StreetBN7 2NL,01273 480234
BLAKEWATER SOLICITORS LTD,HO,3 Richmond TerraceBB1 7AT,01254 261515
BLANCHARDS BAILEY LLP,HO,Bunbury HouseDT11 9LQ,01258 459361
BLANDFORDS,HO,46 Blandford StreetW1U 7HT,020 7935 7373
BLANDY & BLANDY LLP,HO,1 Friar StreetRG1 1DA,0118 951 6800
BLASER MILLS,HO,Park HouseHP11 1BZ,01494 450171
BLASER MILLS,BRN,33 Red Lion StreetHP5 1DN,01494 782291
BLASER MILLS,BRN,52 High StreetWD3 1AJ,01923 776211
BLASER MILLS,BRN,1 Cambridge StreetHP20 1RP,01296 434416
BLASER MILLS,BRN,12 College RoadHA1 1JF,020 8427 6262
BLASER MILLS INCORPORATING FANCY & JACKSON,BRN,19 High StreetTW18 4QY,01784 462511
BLATCHFORDS,HO,192 Northolt RoadHA2 0EN,020 8422 1181
BLAVO & CO SOLICITORS,HO,19 John StreetWC1N 2DL,0207 025 2020
BLG CLAIMS LLP,HO,Beaufort HouseEC3A 7NJ,020 7247 2277
BLG CLAIMS LLP,BRN,4420 Nash CourtOX4 2RU,01865 336600
BLICK & CO,HO,6 Artillery PassageE1 7LJ,0207 247 9696
BLOCKS,HO,Arcade ChamberIP1 1EL,01473 230033
BLOCKS,BRN,97 Hamilton RoadIP11 7AH,01394 283241
BLOUNT PETRE KRAMER,HO,29 Weymouth StreetW1G 7DA,020 7637 8354
BLUE SKY LAW LIMITED,HO,Pall Mall CourtM2 4PD,0161 618 1032
BLUESTONE & PARTNERS SOLICITORS LLP,HO,124 Upton LaneE7 9LW,0208 4702266
BLYTHE LIGGINS,HO,Edmund HouseCV32 6EL,01926 831231
BMD LAW,HO,194 Picton RoadL15 4LL,0151 222 5777
BMD LAW,BRN,W P I HouseCW10 9LF,0800 6123 579
BOARDMANS,HO,25 Southampton BuildingsWC2A 1AL,020 3043 8865
BOBBETTS MACKAN,HO,17 Berkeley SquareBS8 1HB,0117 929 9001
BOLITHO WAY,HO,13-18 Kings TerracePO5 3AL,023 9288 2001
BOLITHO WAY,BRN,13 Union StreetPO33 2DU,01983 817060
BOLT BURDON,HO,Providence HouseN1 0NT,020 7288 4700
BOLT BURDON KEMP,HO,Providence HouseN1 0NT,020 7288 4800
BONALLACK & BISHOP,HO,Rougemont HouseSP1 1LY,01722 422300
BONALLACK & BISHOP,BRN,Queensberry HouseSP4 7AW,01980 622992
BONALLACK & BISHOP,BRN,3 Eastgate HouseSP10 1EP,01264 364433
BONALLACK & BISHOP INCORPORATING PYE-SMITHS,BRN,Bank CourtBH31 6DY,01202 834450
BONALLACK & BISHOP INCORPORATING PYE-SMITHS,BRN,5c Wilson & Kennards YardBA12 9AN,01985 878111
BOND PEARCE LLP,HO,3 Temple Back EastBS1 6DZ,0845 415 0000
BOND PEARCE LLP,BRN,Ballard HousePL1 3AE,0845 415 0000
BOND PEARCE LLP,BRN,Darwin HouseEX1 1LA,0845 415 0000
BOND PEARCE LLP,BRN,Oceana HouseSO15 1GA,0845 415 0000
BOND PEARCE LLP,BRN,8th FloorEC3R 7LP,0845 415 0000
BOND SOLICITORS,HO,62a  Belgrave CourtE14 8RL,0207 513 1113
BONELL & CO,HO,2 Chestnut WalkCV37 6HG,01789 299115
BONTURBO LIMITED,HO,1 Portland PlaceW1B 1PN,0207 636 4422
BOODLE HATFIELD,HO,89 New Bond StreetW1S 1DA,020 7629 7411
BOODLE HATFIELD,BRN,6 Worcester StreetOX1 2BX,01865 790744
BOOKERS & BOLTON,HO,6 High StreetGU34 1BT,01420 88903
BOOTE EDGAR ESTERKIN,HO,7 St. James SquareM2 6XX,0161 832 7888
BOOTH INCE & KNOWLES,BRN,1 Market StreetM34 2BN,0161 336 7011
BOOTH INCE & KNOWLES,BRN,105 Market StreetSK14 1HL,0161 368 2134
BORNEO HUGHES MARTELL LLP,HO,9 Notre Dame MewsNN1 2BG,01604 624822
BORNEOS LLP,HO,77-97 Harpur StreetMK40 2SY,01234 353 221
BORNEOS LLP,BRN,Chancery HouseMK9 1JL,01908 696 002
BORNEOS LLP,BRN,60 High StreetMK16 8AQ,01908 613 545
BOSWORTHS,HO,63 Bridge RoadKT8 9ER,020 8941 3151
BOSWORTHS INCORPORATING ROEBUCK & CO,BRN,131 Heston RoadTW5 0RD,020 8577 0322
BOTSOFF,HO,1 Heath StreetNW3 6TP,0207581 0665
BOTT & COMPANY,HO,St. Anns HouseSK9 1HG,01625 415 800
BOULTER & CO,HO,First FloorN8 8TE,020 8340 0222
BOULTER & CO,BRN,105a High StreetEN8 7AN,01992 787 811
BOWCOCK & PURSAILL LLP,HO,54 St Edward StreetST13 5DJ,01538 399199
BOWCOCK & PURSAILL LLP,BRN,3 Ridge HouseST1 5SJ,01782 200 000
BOWCOCK CUERDEN LLP,HO,South Cheshire HouseCW5 5LX,01270 611106
BOWEN MUSCATT,HO,111 Baker StreetW1U 6SG,020 7908 3800
BOWER & BAILEY,HO,269a Banbury RoadOX2 7JF,01865 311133
BOWER & BAILEY,BRN,39 South Bar StreetOX16 9AE,01295 265566
BOWER & BAILEY,BRN,4 College CourtSN1 1PJ,01793 610466
BOWER & BAILEY,BRN,Willow HouseOX28 4yn,01993 705095
BOWER COTTON KHAITAN,HO,36-38 Whitefriars StreetEC4Y 8BQ,020 7353 1313
BOWERMANS LLP,HO,2 Market SquareOX26 6AA,01869 243457
BOWLES & CO,HO,18 Church StreetKT17 4QD,01372 725241
BOWLING & CO,HO,62 BroadwayE15 1NG,020 8221 8000
BOYCE HATTON,HO,12 Tor Hill RoadTQ2 5RB,01803 403 403
