TURNERS SOLICITORS LLP,HO,1 Poole RoadBH2 5QQ,01202 291 291,,,,m.shutler@turners-solicitors.co.uk, 01202 553606,: http://www.turners-solicitors.co.uk,399122
TWM SOLICITORS LLP,HO,The TunsgateGU1 3HH,01483 565771,,,,operations@sra.org.uk, 01483 300168,: http://www.twmsolicitors.com,385883
TWM SOLICITORS LLP,BRN,16-18 Quarry StreetGU1 3UF,01483 306325,,,,operations@sra.org.uk, 01483 306327,: http://www.twmsolicitors.com,385885
TWM SOLICITORS LLP,BRN,Sweech HouseKT22 7HF,01372 374148,,,,operations@sra.org.uk, 01372 360628,,385887
TWM SOLICITORS LLP,BRN,Broadoak HouseGU6 8DJ,01483 273515,,,,operations@sra.org.uk, 01483 278075,: http://www.twmsolicitors.com,385888
TWM SOLICITORS LLP,BRN,123 High StreetKT19 8AU,01372 729 555,,,,operations@sra.org.uk, 01372 742101,: http://www.twmsolicitors.com,385889
TWM SOLICITORS LLP,BRN,7 & 9 Queens RoadSW19 8NG,020 8946 6454,,,,operations@sra.org.uk, 020 8947 7134,: http://www.twmsolicitors.com,385890
TWM SOLICITORS LLP,BRN,40 West StreetRH2 9BT,01737 221212,,,,operations@sra.org.uk, 01737 240120,: http://twmsolicitors.com,385921
TYNDALLWOODS,HO,12th FloorB4 7LN,0121 624 1111,,,,operations@sra.org.uk, 0121 624 8401,: http://www.tyndallwoods.co.uk,78525
UNDERWOOD SOLICITORS LLP,HO,40 Welbeck StreetW1G 8LN,0207 526 6000,,,,enquiries@underwoodco.com, 0207 526 6001,: http://www.underwoodco.com,401234
VEALE WASBROUGH EXECUTOR AND TRUSTEE COMPANY,HO,Orchard CourtBS1 5WS,0117 925 2020,,,,operations@sra.org.uk, 0117 925 2025,,79926
VEALE WASBROUGH VIZARDS,HO,Orchard CourtBS1 5WS,0117 925 2020,,,,central@vwl.co.uk, 0117 925 2025,: http://www.vwl.co.uk,68837
VEALE WASBROUGH VIZARDS,BRN,Barnards InnEC4A 1AD,0207 405 1234,,,,central@vwl.co.uk, 0207 405 4171,: http://www.vwl.co.uk,522365
VINSON & ELKINS R.L.L.P.,HO,City PointEC2Y 9UE,0207 065 6000,,,,operations@sra.org.uk, 0207 065 6001,: http://www.velaw.com,79019
VIRTUAL LAWYERS LIMITED,HO,Hyde Park HouseSW15 2RS,2088230776,,,,info@virtuallaw.eu,2088230777,: http://www.virtuallaw.eu,462361
VIZARDS WYETH,HO,Riverbridge HouseDA2 6SL,020 7400 9999,,,,operations@sra.org.uk, 020 7400 9990,: http://www.vizardswyeth.com,353327
VIZARDS WYETH,BRN,Asia HouseEC3M 7HT,020 7400 9999,,,,operations@sra.org.uk, 020 7626 7788,,353328
VMD SOLICITORS,HO,Unit 4 & 5IG1 2LZ,0208 514 8703,,,,info@vmdsolicitors.co.uk, 0208 514 8703,,514844
W H MATTHEWS & CO,HO,109 Old StreetEC1V 9JR,020 7251 4942,,,,city@whmatthews.com, 020 7608 1371,: http://www.whmatthews.com,52928
W H MATTHEWS & CO,BRN,19 Penrhyn RoadKT1 2BZ,020 8549 0264,,,,kingston@whmatthews.com, 020 8549 8499,,52929
W H MATTHEWS & CO,BRN,31 Church StreetTW18 4EN,01784 453154,,,,staines@whmatthews.com, 01784 460537,,52930
W H MATTHEWS & CO,BRN,11-13 Grove RoadSM1 1DS,020 8642 6677,,,,sutton@whmatthews.com, 020 8643 3428,,52931
W. DAVIES,HO,Acorn HouseGU21 5AB,01483 744 900,,,,wds@wdavies.com, 01483 744901,: http://www.wdavies.com,49676
WAKE SMITH & TOFIELDS,HO,68 Clarkehouse RoadS10 2LJ,0114 266 6660,,,,legal@wake-smith.com, 0114 267 1253,: http://www.wake-smith.com,57054
WAKE SMITH & TOFIELDS,BRN,55 Old Broad StreetEC2M 1RX,0207 997 6009,,,,legal@wakesmith.com, 0207 997 6190,: http://www.wake-smith.com,488358
WAKE SMITH AND TOFIELDS,BRN,6 Campo LaneS1 2EF,0114 266 6660,,,,legal@wake-smith.com, 0114 273 1956,: http://www.wake-smith.com,57058
WAKE SMITH AND TOFIELDS,BRN,14 Figtree LaneS1 2DJ,0114 266 6660,,,,legal@wake-smith.com, 0114 273 1956,: http://www.wake-smith.com,468220
WALKER MORRIS,HO,Kings CourtLS1 2HL,0113 283 2500,,,,dxj@walkermorris.co.uk, 0113 245 9412,: http://www.walkermorris.co.uk,68432
WALKER MORRIS PENSION TRUSTEES LIMITED,HO,Kings CourtLS1 2HL,0113 283 2500,,,,operations@sra.org.uk, 0113 245 9412,,422316
WALKER MORRIS TRUSTEES LIMITED,HO,Kings CourtLS1 2HL,,,,,operations@sra.org.uk,,,189446
WALKER SMITH WAY,HO,26 Nicholas StreetCH1 2PQ,01244 357400,,,,operations@sra.org.uk, 01244 357444,: http://www.walkersmithway.com,57113
WARD HADAWAY,HO,Sandgate HouseNE1 3DX,0191 204 4000,,,,enquiries@wardhadaway.com, 0191 204 4001,: http://www.wardhadaway.com,204387
WARD HADAWAY,BRN,1a Tower SquareLS1 4DL,0113 205 6600,,,,enquiries@wardhadaway.com, 0113 205 6700,: http://www.wardhadaway.com,494985
WATSON BURTON LLP,HO,1 St. James' GateNE99 1YQ,0191 244 4444,,,,enquiries@watsonburton.com, 0191 244 4500,: http://www.watsonburton.com,401287
WATSON BURTON LLP,BRN,1 City SquareLS1 2ES,0113 235 5455,,,,enquiries@watsonburton.com, 0113 235 5450,: http://www.watsonburton.com,420341
WATSON BURTON LLP,BRN,Floor 29EC3A 8BF,020 7337 8300,,,,enquiries@watsonburton.com, 020 7337 8350,: http://www.watsonburton.com,444400
WATSON FARLEY & WILLIAMS LLP,HO,15 Appold StreetEC2A 2HB,020 7814 8000,,,,operations@sra.org.uk, 020 7814 8141,: http://www.wfw.com,420646
WEDLAKE BELL,HO,52 Bedford RowWC1R 4LR,020 7395 3000,,,,legal@wedlakebell.com, 020 7395 3100,: http://www.wedlakebell.com,57446
WEIGHTMANS LLP,HO,India BuildingsL2 0GA,0151 227 2601,,,,james.holman@weightmans.com, 0151 227 3223,: http://www.weightmans.com,463329
WEIGHTMANS LLP,BRN,First FloorB2 5EF,0121 632 6100,,,,james.holman@weightmans.com, 0121 632 5410,: http://www.weightmans.com,463330
WEIGHTMANS LLP,BRN,First FloorLE1 6LP,0116 253 9747,,,,james.holman@weightmans.com, 0116 253 6101,: http://www.weightmans.com,463331
WEIGHTMANS LLP,BRN,Second FloorEC4A 3BF,0207 822 1900,,,,james.holman@weightmans.com, 0207 822 1901,: http://www.weightmans.com,463332
WEIGHTMANS LLP,BRN,3 Picadilly PlaceM1 3BN,0161 233 7330,,,,james.holman@weightmans.com, 0161 233 7331,: http://www.weightmans.com,463333
WENDY SHAW LIMITED,HO,C/O Ashton Bond Gigg SolicitorNG1 6BX,,,,,wshaw@hmtlegal.com,,,364248
WHITE & CASE (EUROPE) LLP,HO,5 Old Broad StreetEC2N 1DW,0207 532 1000,,,,operations@sra.org.uk, 0207 532 1001,: http://WWW.WHITECASE.COM,437117
WHITE & CASE (INTERNATIONAL) LLP,HO,5 Old Broad StreetEC2N 1DW,020 7532 1000,,,,operations@sra.org.uk, 020 7532 1001,: http://www.whitecase.com,472817
WHITE & CASE LLP,HO,5 Old Broad StreetEC2N 1DW,020 7532 1000,,,,operations@sra.org.uk, 020 7532 1001,: http://www.whitecase.com,449150
WHITE & CASE WEST LLP,BRN,5 Old Broad StreetEC2N 1DW,0207 532 1000,,,,operations@sra.org.uk, 0207 532 1001,: http://www.whitecase.com,522386
WHITFIELD HALLAM GOODALL,HO,23-25 Henrietta StreetWF17 5DN,01924 444555,,,,info@whg.co.uk, 01924 469299,: http://www.whg.co.uk,49949
WHITFIELD HALLAM GOODALL,BRN,27 Union StreetWF13 1AY,01924 455391,,,,WHITFIELD@WHG.CO.UK, 01924 469299,: http://www.whg.co.uk,49950
WHITFIELD HALLAM GOODALL,BRN,7 King StreetWF14 8AW,01924 499251,,,,WHITFIELD@WHG.CO.UK, 01924 499324,: http://www.whg.co.uk,49951
WIGGIN LLP,HO,95 PromenadeGL50 1WG,01242 224114,,,,law@wiggin.co.uk, 01242 224223,: http://www.wiggin.co.uk,420659
WIKBORG REIN LLP,HO,1 Knightrider CourtEC4V 5BJ,0207 236 4598,,,,london@wr.no, 0207 236 4599,: http://www.wr.no,523029
WILKINS BEAUMONT SUCKLING LIMITED,HO,150 MinoriesEC3N 1LS,020 7264 2226,,,,operations@sra.org.uk, 020 7264 2227,: http://www.wilkinsbeaumontsuckling.co.uk,484829
WILLANS LLP,HO,28 Imperial SquareGL50 1RH,01242 514000,,,,mary@willans.co.uk, 01242 519079,: http://www.willans.co.uk,488471
WILLIAM STURGES & CO,HO,Burwood HouseSW1H 0QY,020 7873 1000,,,,law@williamsturges.co.uk, 020 7873 1010,: http://www.williamsturges.co.uk,61447
WILLIAMS HOLDEN COOKLIN GIBBONS LLP,HO,6th FloorEC3M 7AW,020 7743 7260,,,,mail@whcglaw.com, 020 7743 7261,: http://www.whcglaw.com,424175
WILLSONS SOLICITORS,HO,4 Coventry StreetCV11 5SZ,024 7638 7821,,,,info@willsons-solicitors.co.uk, 024 7664 1376,: http://www.willsons-solicitors.co.uk,70184
WILMER CUTLER PICKERING  HALE AND DORR LLP,BRN,4 Carlton GardensSW1Y 5AA,020 7872 1000,,,,operations@sra.org.uk, 020 7839 3537,: http://www.wilmerhale.com,402261
WILSON DAVIES & CO,HO,FaircoatesCM17 0AP,01279 439 184,,,,info@wilsondavies.co.uk, 01279 426 255,: http://www.wilsondavies.co.uk,525063
WINCHESTER LEGAL LTD,HO,The Cavendish CentreSO23 0LB,01962 841041,,,,ian@winchesterlegal.co.uk,1962864852,: http://www.winchesterlegal.co.uk,463294
WINCKWORTH & PEMBERTON  NOMINEES LIMITED,HO,Minerva HouseSE1 9BB,0207 593 5019,,,,operations@sra.org.uk, 0207 593 0319,,176335
WINCKWORTH SHERWOOD LLP,HO,Minerva HouseSE1 9BB,0207 593 5000,,,,tvesey@wslaw.co.uk, 0207 593 5099,: http://www.wslaw.co.uk,484799
WINCKWORTH SHERWOOD LLP,BRN,16 Beaumont StreetOX1 2LZ,0207 593 5000,,,,operations@sra.org.uk, 01865 726274,: http://www.wslaw.co.uk,484807
WINCKWORTH SHERWOOD LLP,BRN,53a New StreetCM1 1NE,01245 262212,,,,operations@sra.org.uk, 01245 252 502,: http://www.wslaw.co.uk,484819
WINTER SCOTT SOLICITORS,HO,St. Olaves HouseEC2V 8EY,020 7367 8989,,,,firstinitialsurname@winterscott.co.uk, 020 7726 2371,: http://www.winterscott.co.uk,390264
WINTERS LEGAL LLP,HO,3 Sheep MarketPE27 5AJ,01480 377 377,,,,sj.featherstone@winterslegal.co.uk, 01480 377 379,: http://www.winterslegal.co.uk,512096
WINWARDS,HO,1 Whaddon HallMK17 0NA,01908 502 559,,,,winwards828@fsmail.net, 01908 520 433,,387027
WITHERS LLP,HO,16 Old BaileyEC4M 7EG,020 7597 6000,,,,julie.culham@withersworld.com, 0207 597 6543,: http://www.withersworldwide.com,352314
WITHY KING,HO,5-6 Northumberland BuildingsBA1 2JE,01225 425731,,,,lucy.hughes@withyking.co.uk, 01225 315562,: http://www.withyking.co.uk,59889
WITHY KING,BRN,Bryer Ash Business ParkBA14 8AW,01225 777464,,,,mail@withyking.co.uk, 01225 405115,: http://www.withyking.co.uk,272172
WITHY KING,BRN,James Street WestBA1 2BT,01225 425731,,,,mail@withking.co.uk, 01225 315562,: http://www.withyking.co.uk,353609
WITHY KING,BRN,4-6 Newport StreetSN1 3DX,01793 536526,,,,enquiries@withyking.co.uk, 01793 618140,: http://www.withyking.co.uk,365646
WITHY KING,BRN,Ailesbury CourtSN8 1AA,01672 514871,,,,enquiries@withyking.co.uk, 01672 515049,: http://www.withyking.co.uk,365647
WITHY KING (INCORPORATING MARSHALL & GALPIN),BRN,7 ButtermarketOX9 3EW,,,,,operations@sra.org.uk,,,495796
WITHY KING (INCORPORATING MARSHALL AND GALPIN),BRN,33 West St. Helen StreetOX14 5DY,01235 555345,,,,mail@withyking.co.uk, 01235 553489,: http://www.withyking.co.uk,493357
WITHY KING (INCORPORATING MARSHALL AND GALPIN),BRN,North Bailey HouseOX1 2EA,01865 792300,,,,enquiries@withyking.co.uk, 01865 793616,: http://www.withyking.co.uk,493358
WOLLASTONS LLP,HO,Brierly PlaceCM2 0AP,01245 211211,,,,operations@sra.org.uk, 01245 354764,: http://www.wollastons.co.uk,425062
WRAGGE & CO LLP,HO,55 Colmore RowB3 2AS,0121 233 1000,,,,mail@wragge.com, 0121 214 1099,: http://www.wragge.com,382961
WRAGGE & CO LLP,BRN,3 Waterhouse SquareEC1N 2SW,0870 903 1000,,,,mail@wragge.com, 0870 904 1099,: http://www.wragge.com,382962
WRIGHT HASSALL LLP,HO,Olympus HouseCV34 6BF,01926 886688,,,,email@wrighthassall.co.uk, 01926 885588,: http://www.wrighthassall.co.uk,427848
